,english_translation,label
31669,,0
31670,harm water water sense water ,0
31671,,0
31672,office security ,1
31673,,0
31674,mountain since ,0
31675,,0
31676,,1
31677,harm water ,0
31678,water cat and water beside ,0
31679,accept ,1
31680,since accept after ,0
31681,,1
31682,,1
31683,me ,1
31684,to martyr ,0
31685,,0
31686,,1
31687,,1
31688,mountain since water ,0
31689,martyr me mom ,0
31690,count water ,1
31691,,0
31692,since day water ,0
31693,beside mountain ,0
31694,since tongue to martyr ,0
31695,better water water ,0
31696,me cat since water cat ,0
31697,,1
31698,water ,1
31699,,1
31700,martyr me mom ,0
31701,,1
31702,harm water water sense water beside water beside ,0
31703,,0
31704,god ,1
31705,stay ,1
31706,martyr ,0
31707,,1
31708,day by water beside ,0
31709,,1
31710,,1
31711,,1
31712,cat ,1
31713,,1
31714,,1
31715,,1
31716,,1
31717,,1
31718,,1
31719,,1
31720,,1
31721,,1
31722,,0
31723,heart ,0
31724,,0
31725,since to water since after water ,0
31726,boil ,1
31727,below ,0
31728,since to water since after water ,0
31729,since beside since door appear ,1
31730,,1
31731,rational ,0
31732,,1
31733,,1
31734,,0
31735,,1
31736,,0
31737,water ,0
31738,else ,0
31739,,1
31740,,0
31741,me count proverb ,0
31742,since ,1
31743,water since water since ,0
31744,boil ,1
31745,,1
31746,since since water since since ,0
31747,,1
31748,,0
31749,since by ,0
31750,,0
31751,,0
31752,,0
31753,since ,0
31754,,1
31755,and ,1
31756,,1
31757,,1
31758,,1
31759,since after ,1
31760,,1
31761,since since ,0
31762,,1
31763,since afraid ,0
31764,,1
31765,,0
31766,water ,1
31767,water ,0
31768,harm ,1
31769,count water since ,1
31770,,1
31771,,1
31772,water cat ,0
31773,,1
31774,water stay cat ,0
31775,since beside ,0
31776,,0
31777,,1
31778,,1
31779,water cat ,0
31780,since ,0
31781,water ,0
31782,beside morals ,0
31783,acceptable ,1
31784,,1
31785,,1
31786,since ,0
31787,water beside ,0
31788,water beside ,0
31789,,1
31790,since cat ,0
31791,,1
31792,me ,0
31793,,1
31794,and ,1
31795,thousand ,0
31796,since ,0
31797,since ,0
31798,,1
31799,,1
31800,water discuss ,0
31801,since ,0
31802,,1
31803,by ,0
31804,,0
31805,,1
31806,water since here ,0
31807,,0
31808,,0
31809,day day ,0
31810,,1
31811,water since ,0
31812,,0
31813,army ,0
31814,,1
31815,and and and ,0
31816,,0
31817,,1
31818,,0
31819,cat ,1
31820,since ,0
31821,,1
31822,beside ,1
31823,,0
31824,,1
31825,since day ,0
31826,,1
31827,water less since ,0
31828,,1
31829,water bone ,0
31830,since and ,0
31831,,0
31832,dad steal ,1
31833,head since water was ,1
31834,since after since ,0
31835,,1
31836,,1
31837,since ,0
31838,,1
31839,water ,0
31840,,1
31841,since ,0
31842,,1
31843,,1
31844,laughing ,1
31845,,0
31846,,1
31847,,0
31848,,1
31849,water ,1
31850,,0
31851,,1
31852,,1
31853,,1
31854,since ,0
31855,,1
31856,,1
31857,,1
31858,,0
31859,,1
31860,,1
31861,,0
31862,,0
31863,,1
31864,since by ,0
31865,,1
31866,angry water water accept since ,0
31867,,1
31868,,1
31869,thanks cat since since water ,0
31870,since water was ,0
31871,appear water swim ,0
31872,since after since and ,0
31873,lose water by since ,0
31874,,1
31875,,1
31876,,1
31877,sweet ,1
31878,copy and since ,0
31879,since accept ,1
31880,since ,0
31881,since ,0
31882,,1
31883,since day ,0
31884,since ,0
31885,since ,1
31886,,1
31887,cat ,0
31888,,1
31889,water ,1
31890,harm ,0
31891,water ,0
31892,since push ,0
31893,market ,1
31894,,1
31895,me ,1
31896,,1
31897,,1
31898,since beside ,0
31899,,1
31900,hell ,1
31901,since judge ,0
31902,,1
31903,,1
31904,sunday water ,0
31905,water ,1
31906,,1
31907,was ,1
31908,,1
31909,month since water ,0
31910,,1
31911,water harm ,1
31912,boil ,1
31913,since ,1
31914,harm ,1
31915,laughing me water ,1
31916,me ,1
31917,,1
31918,,1
31919,,1
31920,,1
31921,,1
31922,width ,1
31923,,1
31924,,1
31925,water ,0
31926,water ,1
31927,,0
31928,since water ,0
31929,by to ,0
31930,,0
31931,water since after ,0
31932,harm water beside ,0
31933,,1
31934,water beside ,1
31935,,1
31936,,0
31937,good since ,1
31938,,1
31939,and ,1
31940,since ,1
31941,me ,0
31942,god since since ,0
31943,,1
31944,,1
31945,,1
31946,,1
31947,judge since ,1
31948,,1
31949,,0
31950,,0
31951,water since ,0
31952,cat ,1
31953,,1
31954,,1
31955,count ,0
31956,less water ,1
31957,,0
31958,,1
31959,beside after water beside water ,1
31960,,0
31961,,0
31962,water beside ,0
31963,,1
31964,since ,0
31965,cat ,0
31966,to ,0
31967,water ,1
31968,,1
31969,water beside ,1
31970,cat since since ,0
31971,water beside ,0
31972,,1
31973,,1
31974,water ,1
31975,,1
31976,,0
31977,since water to ,0
31978,since and more ,0
31979,since ,0
31980,since since ,0
31981,,0
31982,,1
31983,,0
31984,,0
31985,,1
31986,here interfere ,0
31987,,1
31988,,1
31989,heart sight ,0
31990,,1
31991,since and ,0
31992,cat ,1
31993,,0
31994,to ,0
31995,,1
31996,since cat ,0
31997,since accept ,1
31998,,0
31999,camel since ,0
32000,,1
32001,,0
32002,,0
32003,dad ,1
32004,water ,0
32005,,1
32006,day since ,1
32007,me water ,1
32008,,1
32009,since ,0
32010,,1
32011,,1
32012,,1
32013,,1
32014,cat water ,0
32015,since ,0
32016,,0
32017,,0
32018,,1
32019,me since day water me water harm beside ,0
32020,water since month billion since support ,0
32021,,1
32022,since and water ,0
32023,,1
32024,,1
32025,,1
32026,water water ,1
32027,,1
32028,water since ,0
32029,,0
32030,,1
32031,thousand ,0
32032,since ,0
32033,day ,0
32034,,1
32035,,1
32036,,1
32037,since more ,0
32038,since ,1
32039,water ,0
32040,million ,0
32041,by since ,0
32042,,0
32043,since ,0
32044,,1
32045,harm ,1
32046,since water ,0
32047,repression ,0
32048,,1
32049,water water ,0
32050,by since cat ,0
32051,after ,0
32052,and swim ,1
32053,,0
32054,,0
32055,,0
32056,,1
32057,cat ,0
32058,,0
32059,,0
32060,,1
32061,,1
32062,me ,0
32063,mosque ,1
32064,,0
32065,,0
32066,,1
32067,water ,0
32068,interfere ,0
32069,,0
32070,beside harm ,0
32071,,1
32072,,1
32073,since ,1
32074,since after water water ,0
32075,,1
32076,proverb ,1
32077,thanks ,1
32078,,1
32079,,1
32080,,1
32081,,1
32082,beside water water appear else ,0
32083,,0
32084,,1
32085,,1
32086,water beside ,1
32087,cat after water ,0
32088,since ,0
32089,here here men ,0
32090,,1
32091,,1
32092,,1
32093,,1
32094,,1
32095,,1
32096,,1
32097,thousand since ,0
32098,,1
32099,,1
32100,pain since was ,0
32101,,1
32102,,1
32103,,1
32104,me ,1
32105,cat since ,1
32106,,1
32107,,1
32108,,1
32109,men security god ,0
32110,,0
32111,,1
32112,feminist ,1
32113,,1
32114,,1
32115,,1
32116,,1
32117,,1
32118,,1
32119,,1
32120,,1
32121,,1
32122,,1
32123,,1
32124,,1
32125,,1
32126,,1
32127,,1
32128,,1
32129,,1
32130,,1
32131,ensure ,0
32132,open ,0
32133,,1
32134,,1
32135,me ,1
32136,,1
32137,,0
32138,god ,0
32139,since ,0
32140,,0
32141,,1
32142,,1
32143,,1
32144,,1
32145,,1
32146,,1
32147,,1
32148,,1
32149,else since water was to was since count since ,0
32150,since ,0
32151,impose ,0
32152,,1
32153,water cat since ,0
32154,,1
32155,accept ,1
32156,,1
32157,,1
32158,,1
32159,tongue foot ,1
32160,water since ,0
32161,after water beside tongue since men girl water interfere water water water ,0
32162,,1
32163,,1
32164,,1
32165,,1
32166,,1
32167,,1
32168,,1
32169,,1
32170,,1
32171,,1
32172,,1
32173,,1
32174,,1
32175,boil ,1
32176,,1
32177,,1
32178,,1
32179,since since accept ,0
32180,,1
32181,,1
32182,,1
32183,,1
32184,,1
32185,,1
32186,,1
32187,,1
32188,,1
32189,,1
32190,water ,1
32191,,0
32192,lunch ,1
32193,,1
32194,laughing ,1
32195,me ,1
32196,,1
32197,,1
32198,,1
32199,,1
32200,,1
32201,,1
32202,,1
32203,,1
32204,water ,1
32205,,1
32206,mean ,1
32207,,1
32208,,1
32209,water ,0
32210,since since ,0
32211,,1
32212,since million ,1
32213,water ,0
32214,reject me day water ,0
32215,,1
32216,,1
32217,,1
32218,,1
32219,,1
32220,,1
32221,,1
32222,after since after ,0
32223,water ,0
32224,me ,1
32225,,1
32226,cat rational else ,0
32227,cat ,1
32228,,1
32229,banana ,1
32230,water ,0
32231,,1
32232,,1
32233,,1
32234,,1
32235,repression since ,0
32236,,1
32237,,1
32238,water ,1
32239,water ,0
32240,,1
32241,cat cat since wild ,0
32242,,1
32243,since cat ,0
32244,me ,0
32245,,0
32246,beside since ,0
32247,,1
32248,,1
32249,,1
32250,,0
32251,,1
32252,,1
32253,,1
32254,,1
32255,water beside ,1
32256,since ,1
32257,,1
32258,,1
32259,,1
32260,,1
32261,,1
32262,,1
32263,,1
32264,,1
32265,,1
32266,,0
32267,,1
32268,water since ,0
32269,,1
32270,,1
32271,,1
32272,,1
32273,,1
32274,,1
32275,,1
32276,,1
32277,,1
32278,,1
32279,water water ,0
32280,after role water ,0
32281,,0
32282,,1
32283,,1
32284,me ,1
32285,,1
32286,acceptable ,1
32287,,1
32288,,1
32289,,1
32290,,1
32291,,1
32292,,1
32293,,1
32294,since ,1
32295,,0
32296,god ,1
32297,water ,1
32298,,1
32299,harm ,1
32300,me soul ,1
32301,,1
32302,sweet ,1
32303,,1
32304,water ,1
32305,me cat ,1
32306,,1
32307,,1
32308,,1
32309,,1
32310,since ,1
32311,,1
32312,,1
32313,,1
32314,,1
32315,water since ,1
32316,me ,1
32317,,1
32318,since ,1
32319,,1
32320,,1
32321,,1
32322,,1
32323,,1
32324,,1
32325,,1
32326,water ,1
32327,water ,1
32328,cat ,1
32329,water since water was since ,0
32330,,1
32331,since ,1
32332,since ,0
32333,water harm cat ,1
32334,kill since since was ,0
32335,,1
32336,,1
32337,,0
32338,since after ,1
32339,water ,1
32340,water beside water harm silver ,0
32341,cat water beside water since ,0
32342,,0
32343,,1
32344,,1
32345,bite swim bite ,0
32346,,1
32347,,1
32348,water ,1
32349,,1
32350,,1
32351,,1
32352,,1
32353,,1
32354,,1
32355,,1
32356,,0
32357,,1
32358,,1
32359,water beside water water ,0
32360,since to since ,0
32361,,1
32362,cat pocket water water ,0
32363,,1
32364,,1
32365,,1
32366,,1
32367,water beside me ,1
32368,,1
32369,,1
32370,,1
32371,,1
32372,,1
32373,,1
32374,me ,1
32375,,1
32376,,1
32377,,1
32378,,0
32379,was appear since since since ,0
32380,,1
32381,beside since ,1
32382,since reject ,0
32383,,1
32384,,1
32385,me cat ,1
32386,swim ,1
32387,water ,0
32388,water ,1
32389,camel camel ,1
32390,,1
32391,,1
32392,,1
32393,,1
32394,water since ,0
32395,,1
32396,beside cat ,0
32397,people water with bread since water ,0
32398,,1
32399,water ,0
32400,,0
32401,,1
32402,me ,0
32403,,0
32404,,1
32405,water harm ,1
32406,cat ,1
32407,,1
32408,,1
32409,cat ,0
32410,cat cat cat since ,0
32411,since cat water beside well-known water ,0
32412,cat ,1
32413,cat ,0
32414,,0
32415,to participate cat since ,0
32416,kill since ,0
32417,since since ,0
32418,,1
32419,,1
32420,,1
32421,water ,1
32422,,1
32423,since beside since water god ,0
32424,water ,1
32425,,1
32426,kill water since ,0
32427,,1
32428,cat ,1
32429,,1
32430,,1
32431,,1
32432,feminist ,1
32433,,1
32434,million ,0
32435,,1
32436,,1
32437,,1
32438,since since ,0
32439,since ,0
32440,water ,0
32441,,1
32442,,1
32443,god ,1
32444,,1
32445,cat steal push ,0
32446,,1
32447,,1
32448,,1
32449,harm ,1
32450,,1
32451,water ,1
32452,,1
32453,,1
32454,,1
32455,,1
32456,,1
32457,,1
32458,,1
32459,,1
32460,,1
32461,,1
32462,god ,1
32463,,1
32464,water ,1
32465,,1
32466,,1
32467,,1
32468,,1
32469,,0
32470,,1
32471,,1
32472,,1
32473,since ,1
32474,act thanks ,0
32475,more ,1
32476,,0
32477,was since ,0
32478,swim count after ,0
32479,,1
32480,god ,1
32481,since ,0
32482,,1
32483,,1
32484,,1
32485,tend ,1
32486,,1
32487,,0
32488,water water doubt ,1
32489,thanks since ,1
32490,,1
32491,,1
32492,,0
32493,successful ,1
32494,and ,0
32495,,1
32496,was water since ,0
32497,,1
32498,,1
32499,and ,1
32500,,1
32501,,0
32502,to ,1
32503,,1
32504,since ,0
32505,since ,1
32506,water people ,1
32507,mom since ,1
32508,,1
32509,,1
32510,mouse ,1
32511,such ,1
32512,,1
32513,,1
32514,,1
32515,,1
32516,since ,1
32517,,1
32518,,1
32519,,0
32520,god since ,0
32521,,1
32522,,1
32523,god ,1
32524,,0
32525,,1
32526,,0
32527,sweet ,1
32528,,1
32529,,1
32530,,1
32531,month ,0
32532,,1
32533,harm water ,1
32534,,1
32535,,0
32536,cat hunger ,0
32537,after people ,0
32538,by forbidden and ,0
32539,since water ,1
32540,,1
32541,since ,1
32542,,1
32543,,1
32544,,1
32545,at cucumber ,1
32546,,1
32547,,0
32548,,1
32549,,1
32550,,1
32551,day water ,1
32552,,1
32553,,1
32554,,1
32555,sweet ,1
32556,me since type ,1
32557,water ,1
32558,,1
32559,since ,1
32560,less water attend water type since ,0
32561,to else by else ,0
32562,people ,1
32563,,1
32564,sweet type ,1
32565,,1
32566,,1
32567,,1
32568,and ,1
32569,,1
32570,harm ,0
32571,since and ,1
32572,,1
32573,,1
32574,,1
32575,,1
32576,,1
32577,,1
32578,tell sweet was ,1
32579,sweet oujda ,1
32580,,1
32581,,1
32582,,1
32583,,1
32584,,1
32585,,1
32586,better ,1
32587,,0
32588,god ,1
32589,,1
32590,morals ,1
32591,since ,1
32592,return since ,1
32593,thanks type ,1
32594,,1
32595,,1
32596,me ,1
32597,,1
32598,to and ,1
32599,since ,1
32600,,1
32601,,0
32602,outside accept ,1
32603,since since ,1
32604,,1
32605,,1
32606,,1
32607,me ,1
32608,,1
32609,return ,1
32610,to ,1
32611,,1
32612,water to ,1
32613,since and sweet ,0
32614,,1
32615,thousand sweet ,1
32616,,1
32617,and and and ,1
32618,,1
32619,,1
32620,and me water ,1
32621,,1
32622,,1
32623,,1
32624,,0
32625,,1
32626,after since ,0
32627,water since ,0
32628,,0
32629,,0
32630,clause ,1
32631,,1
32632,,1
32633,,1
32634,,1
32635,sweet cat ,0
32636,,1
32637,,1
32638,,1
32639,,1
32640,,1
32641,month ,1
32642,,1
32643,,1
32644,god ,1
32645,,1
32646,,1
32647,,1
32648,,1
32649,,1
32650,,1
32651,,0
32652,water ,1
32653,satisfy father ,0
32654,,0
32655,,1
32656,since ,0
32657,,0
32658,better ,1
32659,since ,0
32660,water ,1
32661,,1
32662,accept call to prayer ,0
32663,light ,1
32664,me and and and and and and outside ,0
32665,,0
32666,property ,1
32667,was ,0
32668,since ensure ,0
32669,to to better since factory ,0
32670,,1
32671,,1
32672,since ,0
32673,,1
32674,god swim since ,0
32675,,1
32676,,1
32677,,1
32678,,1
32679,smoke ,0
32680,,1
32681,qanun since since ,0
32682,qanun ,0
32683,,1
32684,,1
32685,,1
32686,,1
32687,,1
32688,,1
32689,,1
32690,,1
32691,,1
32692,,1
32693,,1
32694,since since beside role support ,0
32695,,1
32696,,1
32697,,1
32698,god ,1
32699,,1
32700,god ,1
32701,,1
32702,,1
32703,,1
32704,,1
32705,,1
32706,,1
32707,,1
32708,,1
32709,god ,1
32710,,1
32711,,1
32712,,1
32713,,1
32714,god ,1
32715,since ,0
32716,,1
32717,,1
32718,,1
32719,,1
32720,,1
32721,,1
32722,tomorrow ,1
32723,,1
32724,god ,1
32725,,1
32726,,1
32727,,1
32728,,1
32729,,1
32730,,1
32731,,1
32732,,1
32733,god ,1
32734,,1
32735,,1
32736,,1
32737,,1
32738,,1
32739,god good ,1
32740,,1
32741,,1
32742,,0
32743,,1
32744,,1
32745,,1
32746,,1
32747,,1
32748,,1
32749,,1
32750,,1
32751,,1
32752,god ,1
32753,,1
32754,after absence ,0
32755,,1
32756,,1
32757,,1
32758,,1
32759,,1
32760,,1
32761,,1
32762,,1
32763,,1
32764,,1
32765,,1
32766,,1
32767,,1
32768,noble ,1
32769,,1
32770,,1
32771,,1
32772,god good ,1
32773,,1
32774,,1
32775,,1
32776,,1
32777,,1
32778,since since after since since god ,0
32779,since since since since ,0
32780,,0
32781,blood since by ,0
32782,million day after ,0
32783,cheat ,1
32784,nostalgia ,1
32785,,1
32786,since god ,0
32787,since ,1
32788,income ,0
32789,,1
32790,,1
32791,since ,0
32792,water ,1
32793,god ,1
32794,,1
32795,god ,1
32796,water sweet ,1
32797,water ,0
32798,since since since ,0
32799,water ,0
32800,,1
32801,water ,1
32802,,1
32803,,1
32804,bite ,0
32805,,1
32806,me income ,1
32807,,1
32808,me ,1
32809,,0
32810,since push ,0
32811,,1
32812,,1
32813,harm ,1
32814,me water since ,1
32815,support ,0
32816,water ,1
32817,people water begin ,0
32818,reject ,0
32819,,0
32820,water harm since ,0
32821,,0
32822,harm bite since ,0
32823,day since ,0
32824,,0
32825,water people ,0
32826,,1
32827,god water write god ,1
32828,,0
32829,,1
32830,,1
32831,,1
32832,soul harm water beside water ,0
32833,bite bone ,0
32834,,0
32835,since water head since water ,0
32836,light ,1
32837,,1
32838,,1
32839,me ,1
32840,shape ,0
32841,,1
32842,was god was since ,0
32843,sense ,0
32844,since ,0
32845,after water and ,1
32846,me sense ,0
32847,since ,0
32848,since ,0
32849,,1
32850,,1
32851,,0
32852,,1
32853,,1
32854,sense ,0
32855,,1
32856,since ,0
32857,,0
32858,,1
32859,,1
32860,since smoke since ,0
32861,god ,1
32862,,1
32863,bite since ,0
32864,,1
32865,since ,0
32866,since ,1
32867,billion ,1
32868,since billion ,1
32869,since bite count ,0
32870,sweet since thousand ,0
32871,,1
32872,,1
32873,since after ,0
32874,after god ,1
32875,,0
32876,accept ,0
32877,,1
32878,cat cat water ,0
32879,,1
32880,,1
32881,beside water harm water thousand harm ,0
32882,,1
32883,beside ,0
32884,since ,0
32885,,0
32886,,0
32887,god ,1
32888,god ,0
32889,since ,0
32890,,1
32891,,1
32892,,1
32893,water after water stay ,0
32894,,0
32895,harm beside since ,0
32896,kill since ,0
32897,,1
32898,beside ,1
32899,disease ,0
32900,cat ,0
32901,after bone since since ,0
32902,,1
32903,since ,0
32904,,1
32905,,1
32906,,1
32907,god ,1
32908,,1
32909,harm ,0
32910,,1
32911,since since ,1
32912,god ,1
32913,,0
32914,this ,1
32915,,1
32916,,0
32917,,0
32918,since water news water ,0
32919,,1
32920,,1
32921,water ,1
32922,since water ,0
32923,,0
32924,below hair since ,0
32925,water tell ,0
32926,foot ,0
32927,since ,0
32928,god ,0
32929,,0
32930,god ,1
32931,,1
32932,spread guilt ,0
32933,water ,1
32934,course ,0
32935,,1
32936,,1
32937,news ,1
32938,,1
32939,cat ,1
32940,,1
32941,water pain water ,0
32942,since ,0
32943,,1
32944,since ,0
32945,,1
32946,thanks ,1
32947,water ,1
32948,,1
32949,god god ,1
32950,,1
32951,swim ,1
32952,acceptable ,1
32953,,1
32954,,1
32955,,1
32956,letter rational after since ,1
32957,tell ,1
32958,water ,1
32959,,1
32960,,1
32961,,1
32962,,1
32963,,1
32964,,1
32965,me swim water beside ,0
32966,since since ,0
32967,,1
32968,,1
32969,,1
32970,,1
32971,god water ,1
32972,,1
32973,thanks ,1
32974,,1
32975,below ,0
32976,god ,0
32977,since water beside ,1
32978,water was ,1
32979,me ,0
32980,me me beside me ,0
32981,,1
32982,me beside day me ,0
32983,,1
32984,,1
32985,,1
32986,,1
32987,,0
32988,,1
32989,since cat since ,0
32990,,1
32991,cat ,1
32992,,0
32993,,1
32994,,1
32995,,1
32996,,1
32997,since ,1
32998,,1
32999,,0
33000,,0
33001,,1
33002,god ,1
33003,cat ,0
33004,,1
33005,,0
33006,,1
33007,,0
33008,,1
33009,,1
33010,water ,0
33011,,1
33012,and ,1
33013,,1
33014,,1
33015,,0
33016,,1
33017,,1
33018,present ,1
33019,case ,1
33020,,1
33021,,1
33022,,1
33023,,1
33024,,1
33025,,1
33026,water ,0
33027,water ,0
33028,,1
33029,,1
33030,,1
33031,,1
33032,,1
33033,,0
33034,,1
33035,since ,1
33036,,1
33037,,0
33038,outside ,0
33039,,1
33040,,1
33041,,1
33042,,1
33043,god ,1
33044,,0
33045,water since ,0
33046,,1
33047,,1
33048,,1
33049,,1
33050,me water cat hell woman since ,0
33051,,1
33052,thousand ,1
33053,since ,1
33054,,1
33055,and since repression ,0
33056,,1
33057,since ,0
33058,,1
33059,,1
33060,,1
33061,after since water ,0
